word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn
stalwart,(특히 정당의) 충실한 일꾼[당원],忠实的，忠诚的；可靠的,,/ˈstɔːlwət/,,
cauterize,(출혈이나 감염을 막기 위해 상처를) 지지다[소작하다],（为给伤口止血或防止感染而）烙，烧灼,,/ˈkɔːtərʌɪz/,,
concur,"동의하다, 의견 일치를 보다",同意，赞成；意见一致,,/kənˈkəː/,,
idiosyncrasy,"특이한 성격[방식], 성벽, 별스러운 점",癖好，怪癖；特征,,/ˌɪdɪə(ʊ)ˈsɪŋkrəsi/,,
dial,(시계계기 등의) 문자반[눈금판],拨号，按号码,,/dʌɪəl/,,
obscure,"잘 알려져 있지 않은, 무명의",无名的；鲜为人知的；默默无闻的,,/əbˈskjʊə/,,
percipient,통찰력 있는,目光敏锐的；洞察力强的,,/pəˈsɪpɪənt/,,
chagrin,"원통함, 분함",（尤指失败或错误引起的）失望，懊丧，懊恼,,/ˈʃaɡrɪn/,,
portentous,(특히 불길한) 전조[징후]가 되는,自命不凡的，自大的；装模作样的,,/pɔːˈtɛntəs/,,
anthropocentric,인간중심주의의,人类中心说的,,/anθrəpə(ʊ)ˈsɛntrɪk/,,
venal,(돈에 쉽게 매수되는) 부패한,（人）贪赃的，腐败的，见利忘义的,,/ˈviːn(ə)l/,,
peevish,짜증[화]을 잘 내는,易怒的，脾气坏的,,/ˈpiːvɪʃ/,,
dulcify,"<기분 등을> 상쾌[평온]하게 하다, 누그러뜨리다",使和好，使愉快，使柔和,,/ˈdʌlsɪfʌɪ/,,
cadaverous,죽은 사람[유령] 같은,死尸般的；惨白的；形容枯槁的,,/kəˈdav(ə)rəs/,,
dogmatic,독단적인,武断的；自以为是的；教条的,,/dɒɡˈmatɪk/,,
indubitably,"의심할 여지없이, 틀림없이",不容置疑地;毫无疑问地,,/ɪnˈdjuːbɪtəbli/,,
epidemic,"유행병, 유행성 (전염병)",（疾病的）流行，传染,,/ɛpɪˈdɛmɪk/,,
hypocrite,위선자,伪君子，伪善者,,/ˈhɪpəkrɪt/,,
bipartisan,양당의,为两党派所支持的；包括两个党派的,,/ˌbʌɪpɑːtɪˈzan/,,
abjure,(신념 등을 공식적으로) 포기하다,公开放弃，声明放弃（信念、行为、活动）,,/əbˈdʒʊə/,,
reminiscent,연상시키는,使回忆起(人或事);回忆过去的;怀旧的;缅怀往事的,,/rɛmɪˈnɪs(ə)nt/,,
antedate,<날짜·시기·시대 등이> …보다 선행하다,早于…存在,,/antɪˈdeɪt/,,
pandemic,전국[전 세계]적인 유행병,（疾病）大规模流行的，广泛蔓延的,,/panˈdɛmɪk/,,
fervid,열렬한,情感异常强烈的;激昂的;充满激情的,记忆技巧：ferv 沸腾；发热 + id 有…性质的 → 热情的，热烈的,/ˈfəːvɪd/,,
clamor,"(군중 등의) 시끄러운 외침, 떠들썩함","扰嚷;(表示抗议,支持等的)叫喊",记忆技巧：clam 呼喊，叫喊 + or 表情况 → 喧哗，吵闹,/ˈklamər/,,
centrifugal,원심(성)의,（旋转的物体）离心的,,/ˌsɛntrɪˈfjuːɡ(ə)l/,,
umbrage,"분하게 여김, 불쾌, 분개",树荫；（成荫的）簇叶,记忆技巧：umbr 影子 + age 表状态 → 树荫；不快〔心中有影子〕,/ˈʌmbrɪdʒ/,,
anthropology,인류학,人类学,,/ˌanθrəˈpɒlədʒi/,,
excursion,(보통 단체로 짧게 하는) 여행,（常指结伴同行的）远足，短程旅行,,/ɪkˈskəːʃ(ə)n/,,
hegemony,"헤게모니, 패권",（尤指国家的）霸权，支配权，领导权,,/hɪˈdʒɛməni/,,
discountenance,"…에 언짢은 표정을 짓다, 무안을 주다; …에 찬성하지 않다, …을 승인하지 않다",,,/dɪsˈkaʊntɪnəns/,,
reproach,"비난, 책망, 나무람",（尤指因为某人没成功或没达到预期目标而）责备，责怪，批评,,/rɪˈprəʊtʃ/,,
indigenous,(어떤 지역) 원산의[토착의],当地的；本土的，土生土长的,,/ɪnˈdɪdʒɪnəs/,,
irritable,짜증을 (잘) 내는; 화가 난,易怒的，暴躁的,,/ˈɪrɪtəb(ə)l/,,
paradoxical,역설의; 자기모순의,似自相矛盾的,,/ˌparəˈdɒksɪk(ə)l/,,
banal,"지극히 평범한, 따분한, 시시한",平庸的，陈腐的,,/bəˈnɑːl/,,
itinerant,(특히 일자리를 찾아) 떠돌아다니는[순회하는],（工作）巡回的，流动的,,/ɪˈtɪn(ə)r(ə)nt/,,
intermittent,"간헐적인, 간간이 일어나는",间歇的，断断续续的,,/ɪntəˈmɪt(ə)nt/,,
succumb,"굴복하다, 무릎을 꿇다",屈从，屈服；放弃抵抗；承认失败,,/səˈkʌm/,,
inveigh,"통렬히 비난하다, 독설을 퍼붓다, 욕설하다 ((against))",猛烈抨击；痛骂,,/ɪnˈveɪ/,,
cubicle,(큰 방 한 쪽을 칸막이 해 만든) 좁은 방,（大房间中分隔出来的）小房间，小隔间,,/ˈkjuːbɪk(ə)l/,,
countenance,얼굴 (표정),面容；脸色；面部表情,,/ˈkaʊnt(ə)nəns/,,
faux pas,"실례, 무례",失言；失礼,,,,
altruist,이타주의자,利他主义者,,/ˈaltruːɪst/,,
arid,매우 건조한,干燥的，干旱的,,/ˈarɪd/,,
chromatic,반음계의,色彩的，颜色的,,/krəˈmatɪk/,,
compatible,호환이 되는,可共存的；协调的；相容的,,/kəmˈpatɪb(ə)l/,,
fell,(잉글랜드 북부 지방의) 언덕[고지],（fall 的过去式）,,/fɛl/,,
acrimonious,"폭언이 오가는, 험악한",激烈的；尖刻的；充满火药味的,,/ˌakrɪˈməʊnɪəs/,,
enrapture,"황홀하게 만들다, 도취시키다",使欣喜若狂;使兴高采烈,,/ɪnˈraptʃə/,,
optimum,최고[최적]의,最优的，最佳的；优化的,,/ˈɒptɪməm/,,
destitute,"극빈한, 궁핍한",一无所有的，赤贫的，一贫如洗的,,/ˈdɛstɪtjuːt/,,
aquatic,"물속[물가]에서 자라는[사는], 수생의",水栖的；水生的；水上的；水中（进行）的,,/əˈkwatɪk/,,
ineffable,형언할 수 없는,（尤指喜悦）言语难以表达的，不可言喻的,,/ɪnˈɛfəb(ə)l/,,
querulous,"불평하는, 짜증내는",爱抱怨的，爱发牢骚的,,/ˈkwɛrʊləs/,,
ostensible,(실제로는 그렇지 않겠지만) 표면적으로는,表面上的；假称的，假托的,,/ɒˈstɛnsɪb(ə)l/,,
pettish,심통[심술]을 부리는,发脾气的(尤因未能遂愿);使性子的,,/ˈpɛtɪʃ/,,
encumber,지장을 주다,使…负担沉重；妨碍，阻碍；拖累,,/ɪnˈkʌmbə/,,
sepulchral,음침한; 장례식[무덤] 같은,暗示死亡的；坟墓似的；阴森森的,,/sɪˈpʌlkr(ə)l/,,
veneration,"[U] 존경; 숭배, 숭상",尊敬,,/vɛnəˈreɪʃ(ə)n/,,
trepidation,(앞일에 대한 굉장한) 두려움[공포],惊恐不安，惴惴不安,,/ˌtrɛpɪˈdeɪʃ(ə)n/,,
abstinence,"(도덕·종교·건강상의 이유로 인한 음식·술·섹스의) 자제, 금욕",节制；戒绝,,/ˈabstɪnəns/,,
morose,"시무룩한, 뚱한",阴郁的；脾气不好的；孤僻的,,/məˈrəʊs/,,
abnegation,자제; 거부,克制;自制;拒绝;放弃,,/abnɪˈɡeɪʃ(ə)n/,,
unanimous,만장[전원]일치의,（团体）意见一致的；（决定或裁决）一致通过的，获得全体支援的,,/juːˈnanɪməs/,,
guile,간교한 속임수,狡诈，奸诈，欺骗,,/ɡʌɪl/,,
embellish,"장식하다, 꾸미다",装饰，修饰；给…锦上添花，渲染,,/ɪmˈbɛlɪʃ/,,
indolence,"게으름, 나태",懒惰;好逸恶劳;怠惰,记忆技巧：in 不 + dol 悲伤 + ence 状态，行为 → 懒惰,/ˈɪnd(ə)l(ə)ns/,,
periphrastic,에두르는,迂回;迂说式;迂回的;语法上迂回的;委婉的,记忆技巧：peri 周围 + phras〔 = phrase词语〕+ tic 有…性质的 → 词语绕圈子 → 冗赘的,/ˌpɛrɪˈfrastɪk/,,
corpulent,뚱뚱한(fat이라는 단어를 피하기 위해 씀),肥胖的，臃肿的,,/ˈkɔːpjʊl(ə)nt/,,
fratricide,형제[자매] 살해죄[범],杀害兄弟罪；杀害同类罪；杀害同胞罪,,/ˈfratrɪsʌɪd/,,
spurious,"거짓된, 겉으로만 그럴싸한",虚假的，欺骗的；（原因、判断）谬误的,,/ˈspjʊərɪəs/,,
errant,(행동이) 잘못된[정도를 벗어난],（尤指离家出走而）犯错的，行为不当的，出格的,,/ˈɛr(ə)nt/,,
burgeoning,<인구 등이> 급증하는; 급성장하는,迅速发展的,,,,
quiescent,"조용한, 잠잠한",（暂时）平静的，静止的,,/kwɪˈɛs(ə)nt/,,
lucid,"명쾌한, 명료한",清晰的，明了的；（人）头脑清醒的，说话清楚的,,/ˈluːsɪd/,,
raillery,(어떤 사람에 대한 악의 없는) 농담,（善意的）戏谑，批评，揶揄,,/ˈreɪləri/,,
aphorism,경구(警句),格言，警句,,/ˈafərɪz(ə)m/,,
succinct,"간단명료한, 간결한",简明的；言简意赅的,,/səkˈsɪŋ(k)t/,,
affiliation,(개인의 정치·종교적) 소속[가입],隶属（关系）；从属关系；联系,,/əfɪlɪˈeɪʃ(ə)n/,,
headlong,"(머리부터) 거꾸로, 곤두박질쳐서",速度很快地；轻率地,,/ˈhɛdlɒŋ/,,
indoctrinate,(사상 등을) 주입[세뇌]하다,向…灌输,,/ɪnˈdɒktrɪneɪt/,,
circumstances,"사정, 상황",条件;环境;状况;境况;境遇;(尤指)经济状况;命运;客观环境,,,,
anarchy,무정부 상태; 난장판,（尤指政府消亡或垮台而引起的）无政府状态，混乱状态,,/ˈanəki/,,
vengeance,"복수, 앙갚음",报仇，复仇，报复；复仇心,,/ˈvɛn(d)ʒ(ə)ns/,,
immoderate,과도한; 터무니없는,过度的；不合理的；极端的,,/ɪˈmɒd(ə)rət/,,
aberration,일탈; 일탈적인 행동[일],（暂时的）脱离常规；反常现象；异常行为,,/ˌabəˈreɪʃ(ə)n/,,
pragmatic,실용적인,讲究实际的，重实效的；实用主义的,,/praɡˈmatɪk/,,
abrogate,(법령·합의 등을) 폐지하다[철폐하다],正式废除，废止；撤销,,/ˈabrəɡeɪt/,,
bursar,(학교의) 회계 담당자,（学校、大学里的）财务主管,,/ˈbəːsə/,,
adjure,"명하다, 요구하다",要求；命令；嘱咐,,/əˈdʒʊə/,,
ardor,"[UC] 열정, 정열, 열심; 열렬, 열중; [U] 작열",热情（心）；灼热,记忆技巧：ard 燃烧 + or 表性质 → 热情；热切,/ˈärdər/,,
fugitive,"도망자, 탈주자",逃亡者，逃犯；难民,,/ˈfjuːdʒɪtɪv/,,
prognosticate,"(전조에 의하여) 예지하다, 예언[예상]하다, 예측하다",（尤指针对特定情形的）预测,,/prɒɡˈnɒstɪkeɪt/,,
arson,방화,（尤指针对建筑物的）纵火（罪），放火（罪）,,/ˈɑːs(ə)n/,,
happily,행복하게; 만족스럽게,高兴地，幸福地,,/ˈhapɪli/,,
affluent,부유한,富裕的；富足的,记忆技巧：af 加强 + flu 流动 + ent 具有…性质的 →〔钱多得〕不断流出 → 富裕的,/ˈaflʊənt/,,
apprehension,"우려, 불안",（对未来或即将发生的不愉快之事的）忧虑，担心；恐惧,,/aprɪˈhɛnʃ(ə)n/,,
harmonious,"사이가 좋은, 조화로운",悦耳的，和谐的,,/hɑːˈməʊnɪəs/,,
oligarchy,"과두제, 과두 정부",寡头统治（的政府）；寡头统治集团,,/ˈɒlɪɡɑːki/,,
compendium,(특정 주제에 대한) 개요서[적요],（尤指以书的形式出现的关于特定主题的）汇编，概要，概略，纲要,,/kəmˈpɛndɪəm/,,
precipitate,(특히 나쁜 일을) 촉발시키다,促成；使突如其来地发生；加速…的发生,,/prɪˈsɪpɪteɪt/,,
diffuse,"널리 퍼진, 분산된",（使）扩散；（使）传播；（使）散布,,/dɪˈfjuːz/,,
dolorous,비통한; 비통해 하는,忧伤的，伤感的,,/ˈdɒl(ə)rəs/,,
suffuse,(온통) 퍼지다[번지다],弥漫于；布满；充满,,/səˈfjuːz/,,
ignoramus,무식한 사람,无知的人,,/ˌɪɡnəˈreɪməs/,,
partisan,편파[당파]적인,（常指盲目）支持的，拥护的；偏袒的,,/ˈpɑːtɪzan/,,
scathing,(비판이) 준열한[통렬한/가차 없는],严厉批评的，尖刻斥责的,,/ˈskeɪðɪŋ/,,
dexterity,(손이나 머리를 쓰는) 재주,纯熟，娴熟；灵巧，敏捷,,/dɛkˈstɛrɪti/,,
credulous,잘 믿는[속는],轻信的；易上当的,,/ˈkrɛdjʊləs/,,
adept,능숙한,擅长的；熟练的；内行的,,/əˈdɛpt/,,
abject,"극도로 비참한, 절망적인",极其苦恼（赤贫，极度恐怖等）,,/ˈabdʒɛkt/,,
collaborate,"협력하다, 공동으로 작업하다",合作；协作,,/kəˈlabəreɪt/,,
gratuity,"행하(行下), 팁",小费，赏钱,,/ɡrəˈtjuːɪti/,,
pedant,(특히 무엇을 배우거나 가르칠 때) 지나치게 규칙을 찾는[세세한 것에 얽매이는] 사람,书呆子，学究,,/ˈpɛd(ə)nt/,,
dictatorial,"독재(자)의, 독재적인",独裁的，专制的；专横的,,/dɪktəˈtɔːrɪəl/,,
induce,"설득하다, 유도하다",诱使；劝说,,/ɪnˈdjuːs/,,
abduct,유괴[납치]하다,绑架；劫持；诱拐,,/əbˈdʌkt/,,
profuse,"많은, 다량의",极其丰富的，充沛的,,/prəˈfjuːs/,,
unstinting,"아낌없는, 아낌없이 주는",极慷慨的，极大方的,,/ʌnˈstɪntɪŋ/,,
dexterous,"손재주가 비상한, 솜씨 좋은",灵巧的;熟练的;敏捷的,记忆技巧：dexter 右边 + ous …的 → 右手比左手灵巧 → 惯用右手的,/ˈdɛkst(ə)rəs/,,
breviloquent,간결한,简明的,,/brɪˈvɪləkwənt/,,
dissipate,소멸되다; 소멸하다[시키다],（使）逐渐消失；（使）逐渐浪费掉,,/ˈdɪsɪpeɪt/,,
amorous,"성관계를 원하는, 육욕적인 애정을 보이는",表示性爱的；色情的,,/ˈam(ə)rəs/,,
despotic,전제[독재]적인; 횡포한,专制的;残暴的;暴虐的,,/dɪˈspɒtɪk/,,
adumbrate,개요를[개략적으로] 알려주다,（尤指对未来的事情）概括说明，勾画轮廓,,/ˈadʌmbreɪt/,,
fortissimo,"포르티시모, 매우 세게",(演奏或歌唱)很强,,/fɔːˈtɪsɪməʊ/,,
sinuous,"(이동 중에 우아하게) 선회하는; 물결 모양의, 구불구불한",蜿蜒的，弯曲的,,/ˈsɪnjʊəs/,,
stoic,"금욕주의자, 극기심이 강한 사람",克制感情的；（尤指面对逆境）坚忍的，隐忍的,,/ˈstəʊɪk/,,
dubious,"의심하는, 미심쩍어 하는",半信半疑的，可疑的；不确定的；不可信的,,/ˈdjuːbɪəs/,,
peremptory,"위압적인, 독단적인",不容置辩的；专横的，霸道的,,/pəˈrɛm(p)t(ə)ri/,,
mea culpa,"메아 쿨파, 내 탓이로소이다",我的过失；我应受谴责；我应负责任,,,,
concentrate,"(정신을) 집중하다[집중시키다], 전념하다",专注，专心；全神贯注；集中（注意力）,,/ˈkɒns(ə)ntreɪt/,,
equivocal,모호한,含糊的；模棱两可的；有歧义的,,/ɪˈkwɪvək(ə)l/,,
acquisitive,소유욕[물욕]이 많은,（对财物）渴望得到的，迫切求取的；贪婪的,,/əˈkwɪzɪtɪv/,,
pellucid,"티 하나 없이 깨끗한[맑은], 투명한",清澈的;清晰的,,/pɪˈl(j)uːsɪd/,,
centipede,지네,蜈蚣，百足虫,,/ˈsɛntɪpiːd/,,
disperse,"(이리저리) 흩어지다, 해산하다; 해산시키다",（使）扩散，（使）散开，（使）分散,,/dɪˈspəːs/,,
subterfuge,속임수,花招，伎俩；诡计,,/ˈsʌbtəfjuːdʒ/,,
heterosexual,이성애자,异性恋者,,/hɛt(ə)rə(ʊ)ˈsɛkʃʊəl/,,
lassitude,노곤함; 무기력,疲惫，疲劳；倦怠,,/ˈlasɪtjuːd/,,
ardent,"열렬한, 열정적인",热烈的；激情的；强烈的,,/ˈɑːd(ə)nt/,,
chortle,(기쁘거나 재미있어서) 깔깔거리다,（常指幸灾乐祸地）哈哈大笑，咯咯地笑,,/ˈtʃɔːt(ə)l/,,
choleric,"화를 잘 내는, 걸핏하면 화를 내는",暴怒的；易怒的，性情暴躁的,,/ˈkɒlərɪk/,,
probity,(완전한) 정직성,诚实,,/ˈprəʊbɪti/,,
auspicious,상서로운,吉利的，吉祥的,,/ɔːˈspɪʃəs/,,
circumvent,(어려움이나 법 등을) 피하다[면하다],（尤指巧妙或非法地）逃避，规避，绕过,,/səːkəmˈvɛnt/,,
persevere,"인내하며[굴하지 않고] 계속하다, 인내심을 갖고 하다",锲而不舍，坚持不懈,,/pəːsɪˈvɪə/,,
aqueduct,송수로[교],（尤指跨越山谷的多拱的）高架渠，渡槽,,/ˈakwɪdʌkt/,,
fable,우화,寓言；寓言故事,,/ˈfeɪb(ə)l/,,
pedestrian,보행자,行人，步行者,,/pɪˈdɛstrɪən/,,
smorgasbord,스모가스보드(온갖 음식이 다양하게 나오는 뷔페식 식사),（包含不同热菜和冷菜的）北欧式自助餐,,/ˈsmɔːɡəsbɔːd/,,
sordid,"비도덕적인, 부정직한, 추악한",肮脏的，邋遢的,,/ˈsɔːdɪd/,,
endogamous,동족 결혼에 의한[에 관한],同族通婚;同族结婚的,,/ɛnˈdɒɡəməs/,,
vacillate,(의견·생각이 남이 볼 때 짜증스러울 정도로) 흔들리다[자꾸 바뀌다],踌躇；犹豫；摇摆不定,,/ˈvasɪleɪt/,,
ring,"전화하다, 전화를 걸다",环（状物）；圆形的东西；环形排列,,/rɪŋ/,,
recur,"<사람·이야기 등이>  되돌아가다 , 회상하다, 되돌아가 말하다 ((to)); 마음에 다시 떠오르다, 회상되다",反复出现；再次发生；重新产生,,/rɪˈkəː/,,
elegiac,애가[비가]의,挽歌（体）的,,/ˌɛlɪˈdʒʌɪək/,,
evident,"분명한, 눈에 띄는",显然易见的；明白的，明显的,,/ˈɛvɪd(ə)nt/,,
recondite,"많이 알려지지 않은, 잘 이해받지 못하는",深奥的；玄妙的；晦涩的,,/ˈrɛk(ə)ndʌɪt/,,
subjugate,"예속시키다, 지배[통제]하에 두다",征服，使臣服，使屈服,,/ˈsʌbdʒʊɡeɪt/,,
infinitesimal,"극미한, 극소의",极微小的,,/ˌɪnfɪnɪˈtɛsɪm(ə)l/,,
aberrant,"도리를 벗어난, 일탈적인",违反常规的；反常的；异常的（尤指不能接受的）,,/əˈbɛr(ə)nt/,,
miserly,구두쇠[수전노]인,守财奴似的；吝啬鬼似的；吝啬的，小气的,,/ˈmʌɪzəli/,,
apogee,"정점, 절정",（成功、流行、权力等的）顶峰，顶点，最高点,,/ˈapədʒiː/,,
conjugal,"부부의, 부부 관계의",婚姻的；夫妻间的（尤指性生活）,,/ˈkɒndʒʊɡ(ə)l/,,
effervescent,"열광하는, 기운이 넘치는",冒泡的；起沫的；泡腾的,,/ɛfəˈvɛsənt/,,
brevet,명예 진급,予以名誉晋升,,/ˈbrɛvɪt/,,
abhor,(특히 도덕적인 이유로) 혐오하다,憎恶；憎恨；厌恶,,/əbˈhɔː/,,
proponent,(어떤 사상·행동 방침의) 지지자,提倡者，宣导者，辩护者,,/prəˈpəʊnənt/,,
pessimistic,비관적인; 비관주의적인,悲观的,,/ˌpɛsɪˈmɪstɪk/,,
desiccate,"건조시키다, <식품을> 물기를 빼서 건물(乾物)[가루]로 보관하다",把…弄干，使干（燥），使完全干燥；使脱水;用干燥法保存（食物），干贮（食物）；晒干；烘干；烤干;使智力枯竭；使…的感情枯竭,记忆技巧：de 去掉 + sicc 干 + ate 表动词 → 脱水；干燥,/ˈdɛsɪkeɪt/,,
proffer,(물건을 잡고) 내밀다[권하다],提供，提出,,/ˈprɒfə/,,
pique,(보통 자존심이 상해서 갖게 되는) 불쾌감[언짢음],（尤指因自尊心受损而产生的）不悦，生气,,/piːk/,,
lexicon,(특정 언어·분야·개인·집단에서 사용하는 모든) 어휘,（某语言或学科的）全部辞汇；词典,,/ˈlɛksɪk(ə)n/,,
ravage,"황폐[피폐]하게 만들다, 유린[파괴]하다",严重破坏；损坏；毁坏,,/ˈravɪdʒ/,,
antebellum,(특히 미국 남북) 전쟁 전의,战前的；尤指美国内战之前的,,/ˌantɪˈbɛləm/,,
counterfeit,"위조의, 모조의",伪造的；仿造的；假冒的,,/ˈkaʊntəfɪt/,,
bacchanalian,"흥청망청 대는, 진탕 마셔 대는",（尤指派对）疯狂地饮酒作乐的,,/ˌbakəˈneɪlɪən/,,
autonomy,자치권,自治，自治权,,/ɔːˈtɒnəmi/,,
disciple,(종교적·정치적 가르침을 따르는) 제자[신봉자],信徒，门徒，追随者,,/dɪˈsʌɪp(ə)l/,,
perfidious,믿을[신뢰할] 수 없는,背信弃义的；不忠贞的,,/pəˈfɪdɪəs/,,
fumigate,훈증 소독하다,（用毒性气体）薰蒸，烟熏（以除害虫或消毒）,,/ˈfjuːmɪɡeɪt/,,
prosaic,"평범한, 상상력이 없는",乏味的；平淡无奇的；缺乏想像力的,,/prə(ʊ)ˈzeɪɪk/,,
demur,이의를 제기하다,提出异议；拒绝,,/dɪˈməː/,,
antidote,해독제,解毒剂；（尤指）解毒药,,/ˈantɪdəʊt/,,
exonerate,무죄임[책임이 없음]을 밝혀 주다,证明…无罪；宣布…无罪；使免受责备,,/ɪɡˈzɒnəreɪt/,,
odious,"끔찍한, 혐오스러운",讨厌的；可恶的，可憎的,,/ˈəʊdɪəs/,,
mendacity,거짓된 행동; 허위,撒谎习惯；说谎,,/mɛnˈdasəti/,,
bombastic,"과장한, 허풍 떠는",夸夸其谈的；夸大的,,/bɒmˈbastɪk/,,
antipathy,(강한) 반감,憎恶，厌恶；反感,,/anˈtɪpəθi/,,
abnormal,비정상적인,反常的；异常的；变态的（尤指不好的）,,/əbˈnɔːm(ə)l/,,
fugue,푸가,赋格曲,,/fjuːɡ/,,
expatiate,"상세히 설명하다[말하다] ((on, upon))",长篇大论；赘述；详述,,/ɪkˈspeɪʃɪeɪt/,,
congenital,선천적인,（疾病等）天生的，先天的,,/kənˈdʒɛnɪt(ə)l/,,
astute,"약삭빠른, 영악한",敏锐的；精明的,,/əˈstjuːt/,,
budding,싹트기 시작하는; 신예의,开始发展的；崭露头角的,,/ˈbʌdɪŋ/,,
fidelity,충실함,（尤指对性伴侣的）忠诚，忠实，忠贞,,/fɪˈdɛlɪti/,,
adherent,(정당·사상 등의) 지지자,黏性的；黏着的；附着的,,/ədˈhɪər(ə)nt/,,
android,안드로이드(인간의 모습을 한 로봇),人型机器人；模拟机器人,,/ˈandrɔɪd/,,
intemperate,무절제한,（人或其言行）无节制的，过激的，放纵的,,/ɪnˈtɛmp(ə)rət/,,
discursive,"두서없는, 산만한",推论的，论证的,,/dɪsˈkəːsɪv/,,
petulant,"심술을 부리는, 심통 사나운",耍孩子脾气的，任性的；脾气暴躁的,,/ˈpɛtjʊl(ə)nt/,,
bemusing,"멍하게 만들다, 어리벙벙하게 하다; 생각에 잠기게 하다",使困惑;使不解;使茫然,,,,
simper,바보같이[멍청하게] 웃다,傻笑，痴笑,,/ˈsɪmpə/,,
confluence,(두 강의) 합류 지점,（河流）汇合处，汇流点,,/ˈkɒnflʊəns/,,
deft,"날랜, 재빠른",熟练的；巧妙的；灵巧的,,/dɛft/,,
wanton,(파괴·위해 행위가) 타당한 이유 없이 고의적인[악의적인],无节制的，过分的，恣意的；不负责的,,/ˈwɒntən/,,
intravenous,"정맥으로 들어가는, 정맥 주사의",进入静脉的；静脉的,,/ˌɪntrəˈviːnəs/,,
conjunction,접속사,连词，连接词,,/kənˈdʒʌŋ(k)ʃ(ə)n/,,
salubrious,"살기 좋은, 건강에 좋은",（地方）环境宜人且有益健康的，宜居的,,/səˈluːbrɪəs/,,
sojourn,체류,逗留，停留,,/ˈsɒdʒ(ə)n/,,
dilatory,미적거리는; 지체시키는,缓慢的，拖延的，迟缓的,,/ˈdɪlət(ə)ri/,,
hypocritical,"위선의, 위선(자)적인",虚伪的；伪善的,,/ˌhɪpəˈkrɪtɪkl/,,
aver,(사실이라고) 단언하다[주장하다],断言；坚称,,/əˈvəː/,,
bilious,곧 토할 것 같은,患胆病的；胆汁分泌过多的,,/ˈbɪlɪəs/,,
docile,"유순한, 고분고분한",温和的；温顺的，驯服的；易控制的,,/ˈdəʊsʌɪl/,,
infringe,위반하다,违反，违背（规定、法律等）,,/ɪnˈfrɪn(d)ʒ/,,
phonetics,음성학,语音学,,/fəˈnɛtɪks/,,
ribald,(우스꽝스럽게) 야한,（指言语）粗俗诙谐的；猥亵逗笑的,,/ˈrɪb(ə)ld/,,
aperture,(작은) 구멍,小孔；缝隙；（尤指照相机的）孔径，光圈,,/ˈapətʃə/,,
antithetical,"대조되는; 정반대의; 대조법의, 대구(對句)의",相反的;对立的;不相容的,记忆技巧：anti 相反；反对 + thet 放置 + ical …的 → 反着放的 → 对立的,/ˌantɪˈθɛtɪk(ə)l/,,
junta,(쿠데타로 정권을 장악한) 군사 정부,（以武力夺取政权的）军政府,,/ˈdʒʌntə/,,
century,100년,一百年,,/ˈsɛntʃʊri/,,
lease,임대차 계약,租借，租用,,/liːs/,,
spellbind,"주문으로 얽매다, 마법[마술]을 걸다; 매혹하다",迷惑[诱惑],,/ˈspɛlbʌɪnd/,,
remonstrate,항의[불평]하다,抗议；反对；抱怨,,/ˈrɛmənstreɪt/,,
awry,(계획 등이) 빗나간[엉망이 된],离开预期方向（的）；出错（的）,,/əˈrʌɪ/,,
concord,화합,协调；和谐；和睦,,/ˈkɒŋkɔːd/,,
derisive,조롱[조소]하는,嘲笑的，讥笑的，嘲讽的,,/dɪˈrʌɪsɪv/,,
subdue,진압하다,压制；制服；控制,,/səbˈdjuː/,,
falsehood,거짓임; 거짓말하기,说谎,,/ˈfɔːlshʊd/,,
respite,"(곤경·불쾌한 일의) 일시적인 중단, 한숨 돌리기",暂停；暂时中止；暂时缓解,,/ˈrɛspʌɪt/,,
benediction,축복(의 기도),向上帝祈福,,/ˌbɛnɪˈdɪkʃ(ə)n/,,
renounce,"(직함·직책 등을 공식적으로) 포기[단념]하다, 포기를 선언하다",声明放弃；宣布放弃；弃绝,,/rɪˈnaʊns/,,
consanguine,"같은 혈족의, 동족의",同血亲的；同宗族的,,/kɒnˈsaŋɡwɪn/,,consanguineous
prognosis,예후(豫後),预后，预断（指医生对病情发展的预测）,,/prɒɡˈnəʊsɪs/,,
homeostasis,항상성,内环境稳定，体内动态平衡（生物、活细胞、组织等，在其外部环境变化的情况下，保持内部不变或平衡状态的能力或趋向）,,/ˌhɒmɪə(ʊ)ˈsteɪsɪs/,,
charade,"가식, 위장",显而易见的作假；明显的伪装,,/ʃəˈrɑːd/,,
counterpart,"(다른 장소나 상황에서 어떤 사람·사물과 동일한 지위나 기능을 갖는) 상대, 대응 관계에 있는 사람[것]",（与不同地方或组织的人或物）作用相同者，相对应者,,/ˈkaʊntəpɑːt/,,
mendacious,"진실을 말하지 않는, 허위인",虚假的，捏造的，不真实的,,/mɛnˈdeɪʃəs/,,
engender,(어떤 감정·상황을) 낳다[불러일으키다],引起（某种感觉）；导致；产生,,/ɪnˈdʒɛndə/,,
centrifuge,원심 분리기,离心机,,/ˈsɛntrɪfjuːdʒ/,,
dogma,"(독단적인) 신조, 도그마",（尤指宗教的）教义，教条，信条,,/ˈdɒɡmə/,,
ration,(전시 같은 경우에 식품연료 등의) 배급량,（尤指在分配物短缺时的）配给量，定量配给,,/ˈraʃ(ə)n/,,
clement,온화한,（指天气）温和的，宜人的,,/ˈklɛm(ə)nt/,,
